,Unnamed: 0,Unnamed: 0.1,ch1_file,ch2_file,angle,shift,spec_ch1_files,spec_ch2_files,spec_gray_ch1_files,spec_gray_ch2_files
10221,10221,10221,soundfiles//ch1//141_7000_8000.wav,soundfiles//ch2//141_7000_8000.wav,125.80130889574087,-75,C:\sound\spectrograms\soundfiles\ch1\91_28000_29000.png,C:\sound\spectrograms\soundfiles\ch2\91_28000_29000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_28000_29000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_28000_29000.jpg
10222,10222,10222,soundfiles//ch1//142_7000_8000.wav,soundfiles//ch2//142_7000_8000.wav,60.39776696822852,63,C:\sound\spectrograms\soundfiles\ch1\91_29000_30000.png,C:\sound\spectrograms\soundfiles\ch2\91_29000_30000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_29000_30000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_29000_30000.jpg
10223,10223,10223,soundfiles//ch1//143_7000_8000.wav,soundfiles//ch2//143_7000_8000.wav,19.22444788983025,121,C:\sound\spectrograms\soundfiles\ch1\91_30000_31000.png,C:\sound\spectrograms\soundfiles\ch2\91_30000_31000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_30000_31000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_30000_31000.jpg
10224,10224,10224,soundfiles//ch1//144_7000_8000.wav,soundfiles//ch2//144_7000_8000.wav,48.9897515571622,84,C:\sound\spectrograms\soundfiles\ch1\91_3000_4000.png,C:\sound\spectrograms\soundfiles\ch2\91_3000_4000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_3000_4000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_3000_4000.jpg
10225,10225,10225,soundfiles//ch1//145_7000_8000.wav,soundfiles//ch2//145_7000_8000.wav,96.25996660384268,-14,C:\sound\spectrograms\soundfiles\ch1\91_31000_32000.png,C:\sound\spectrograms\soundfiles\ch2\91_31000_32000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_31000_32000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_31000_32000.jpg
10226,10226,10226,soundfiles//ch1//146_7000_8000.wav,soundfiles//ch2//146_7000_8000.wav,18.02159806213587,122,C:\sound\spectrograms\soundfiles\ch1\91_32000_33000.png,C:\sound\spectrograms\soundfiles\ch2\91_32000_33000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_32000_33000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_32000_33000.jpg
10227,10227,10227,soundfiles//ch1//147_7000_8000.wav,soundfiles//ch2//147_7000_8000.wav,111.14086884596308,-46,C:\sound\spectrograms\soundfiles\ch1\91_33000_34000.png,C:\sound\spectrograms\soundfiles\ch2\91_33000_34000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_33000_34000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_33000_34000.jpg
10228,10228,10228,soundfiles//ch1//148_7000_8000.wav,soundfiles//ch2//148_7000_8000.wav,146.93537179051643,-107,C:\sound\spectrograms\soundfiles\ch1\91_34000_35000.png,C:\sound\spectrograms\soundfiles\ch2\91_34000_35000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_34000_35000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_34000_35000.jpg
10229,10229,10229,soundfiles//ch1//149_7000_8000.wav,soundfiles//ch2//149_7000_8000.wav,118.41738272278876,-61,C:\sound\spectrograms\soundfiles\ch1\91_35000_36000.png,C:\sound\spectrograms\soundfiles\ch2\91_35000_36000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_35000_36000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_35000_36000.jpg
10230,10230,10230,soundfiles//ch1//150_7000_8000.wav,soundfiles//ch2//150_7000_8000.wav,121.31019484785338,-66,C:\sound\spectrograms\soundfiles\ch1\91_36000_37000.png,C:\sound\spectrograms\soundfiles\ch2\91_36000_37000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_36000_37000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_36000_37000.jpg
10231,10231,10231,soundfiles//ch1//151_7000_8000.wav,soundfiles//ch2//151_7000_8000.wav,132.2196531519012,-86,C:\sound\spectrograms\soundfiles\ch1\91_37000_38000.png,C:\sound\spectrograms\soundfiles\ch2\91_37000_38000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_37000_38000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_37000_38000.jpg
10232,10232,10232,soundfiles//ch1//152_7000_8000.wav,soundfiles//ch2//152_7000_8000.wav,34.621104073461886,105,C:\sound\spectrograms\soundfiles\ch1\91_38000_39000.png,C:\sound\spectrograms\soundfiles\ch2\91_38000_39000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_38000_39000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_38000_39000.jpg
10233,10233,10233,soundfiles//ch1//153_7000_8000.wav,soundfiles//ch2//153_7000_8000.wav,155.25918458557314,-116,C:\sound\spectrograms\soundfiles\ch1\91_39000_40000.png,C:\sound\spectrograms\soundfiles\ch2\91_39000_40000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_39000_40000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_39000_40000.jpg
10234,10234,10234,soundfiles//ch1//154_7000_8000.wav,soundfiles//ch2//154_7000_8000.wav,23.129798913064,118,C:\sound\spectrograms\soundfiles\ch1\91_40000_41000.png,C:\sound\spectrograms\soundfiles\ch2\91_40000_41000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_40000_41000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_40000_41000.jpg
10235,10235,10235,soundfiles//ch1//155_7000_8000.wav,soundfiles//ch2//155_7000_8000.wav,145.67239432046603,-106,C:\sound\spectrograms\soundfiles\ch1\91_4000_5000.png,C:\sound\spectrograms\soundfiles\ch2\91_4000_5000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_4000_5000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_4000_5000.jpg
10236,10236,10236,soundfiles//ch1//156_7000_8000.wav,soundfiles//ch2//156_7000_8000.wav,1.5987905887326754,128,C:\sound\spectrograms\soundfiles\ch1\91_41000_42000.png,C:\sound\spectrograms\soundfiles\ch2\91_41000_42000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_41000_42000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_41000_42000.jpg
10237,10237,10237,soundfiles//ch1//157_7000_8000.wav,soundfiles//ch2//157_7000_8000.wav,130.9289139741879,-84,C:\sound\spectrograms\soundfiles\ch1\91_42000_43000.png,C:\sound\spectrograms\soundfiles\ch2\91_42000_43000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_42000_43000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_42000_43000.jpg
10238,10238,10238,soundfiles//ch1//158_7000_8000.wav,soundfiles//ch2//158_7000_8000.wav,51.46364362425126,80,C:\sound\spectrograms\soundfiles\ch1\91_43000_44000.png,C:\sound\spectrograms\soundfiles\ch2\91_43000_44000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_43000_44000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_43000_44000.jpg
10239,10239,10239,soundfiles//ch1//159_7000_8000.wav,soundfiles//ch2//159_7000_8000.wav,134.57776942990955,-90,C:\sound\spectrograms\soundfiles\ch1\91_44000_45000.png,C:\sound\spectrograms\soundfiles\ch2\91_44000_45000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_44000_45000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_44000_45000.jpg
10240,10240,10240,soundfiles//ch1//160_7000_8000.wav,soundfiles//ch2//160_7000_8000.wav,153.4669611031034,-115,C:\sound\spectrograms\soundfiles\ch1\91_45000_46000.png,C:\sound\spectrograms\soundfiles\ch2\91_45000_46000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_45000_46000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_45000_46000.jpg
10241,10241,10241,soundfiles//ch1//161_7000_8000.wav,soundfiles//ch2//161_7000_8000.wav,55.489464564745234,72,C:\sound\spectrograms\soundfiles\ch1\91_46000_47000.png,C:\sound\spectrograms\soundfiles\ch2\91_46000_47000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_46000_47000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_46000_47000.jpg
10242,10242,10242,soundfiles//ch1//162_7000_8000.wav,soundfiles//ch2//162_7000_8000.wav,88.6603220775713,3,C:\sound\spectrograms\soundfiles\ch1\91_47000_48000.png,C:\sound\spectrograms\soundfiles\ch2\91_47000_48000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_47000_48000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_47000_48000.jpg
10243,10243,10243,soundfiles//ch1//163_7000_8000.wav,soundfiles//ch2//163_7000_8000.wav,98.96593574007343,-20,C:\sound\spectrograms\soundfiles\ch1\91_48000_49000.png,C:\sound\spectrograms\soundfiles\ch2\91_48000_49000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_48000_49000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_48000_49000.jpg
10244,10244,10244,soundfiles//ch1//164_7000_8000.wav,soundfiles//ch2//164_7000_8000.wav,32.55348916555472,108,C:\sound\spectrograms\soundfiles\ch1\91_49000_50000.png,C:\sound\spectrograms\soundfiles\ch2\91_49000_50000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_49000_50000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_49000_50000.jpg
10245,10245,10245,soundfiles//ch1//165_7000_8000.wav,soundfiles//ch2//165_7000_8000.wav,37.3168919137221,102,C:\sound\spectrograms\soundfiles\ch1\91_50000_51000.png,C:\sound\spectrograms\soundfiles\ch2\91_50000_51000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_50000_51000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_50000_51000.jpg
10246,10246,10246,soundfiles//ch1//166_7000_8000.wav,soundfiles//ch2//166_7000_8000.wav,23.07619516338425,118,C:\sound\spectrograms\soundfiles\ch1\91_5000_6000.png,C:\sound\spectrograms\soundfiles\ch2\91_5000_6000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_5000_6000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_5000_6000.jpg
10247,10247,10247,soundfiles//ch1//167_7000_8000.wav,soundfiles//ch2//167_7000_8000.wav,136.07150923737157,-92,C:\sound\spectrograms\soundfiles\ch1\91_51000_52000.png,C:\sound\spectrograms\soundfiles\ch2\91_51000_52000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_51000_52000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_51000_52000.jpg
10248,10248,10248,soundfiles//ch1//168_7000_8000.wav,soundfiles//ch2//168_7000_8000.wav,106.57539227336152,-36,C:\sound\spectrograms\soundfiles\ch1\91_52000_53000.png,C:\sound\spectrograms\soundfiles\ch2\91_52000_53000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_52000_53000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_52000_53000.jpg
10249,10249,10249,soundfiles//ch1//169_7000_8000.wav,soundfiles//ch2//169_7000_8000.wav,77.30299448275308,28,C:\sound\spectrograms\soundfiles\ch1\91_53000_54000.png,C:\sound\spectrograms\soundfiles\ch2\91_53000_54000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_53000_54000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_53000_54000.jpg
10250,10250,10250,soundfiles//ch1//170_7000_8000.wav,soundfiles//ch2//170_7000_8000.wav,140.31614017810745,-98,C:\sound\spectrograms\soundfiles\ch1\91_54000_55000.png,C:\sound\spectrograms\soundfiles\ch2\91_54000_55000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_54000_55000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_54000_55000.jpg
10251,10251,10251,soundfiles//ch1//171_7000_8000.wav,soundfiles//ch2//171_7000_8000.wav,102.05122374483544,-26,C:\sound\spectrograms\soundfiles\ch1\91_55000_56000.png,C:\sound\spectrograms\soundfiles\ch2\91_55000_56000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_55000_56000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_55000_56000.jpg
10252,10252,10252,soundfiles//ch1//172_7000_8000.wav,soundfiles//ch2//172_7000_8000.wav,123.88100068070938,-71,C:\sound\spectrograms\soundfiles\ch1\91_56000_57000.png,C:\sound\spectrograms\soundfiles\ch2\91_56000_57000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_56000_57000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_56000_57000.jpg
10253,10253,10253,soundfiles//ch1//173_7000_8000.wav,soundfiles//ch2//173_7000_8000.wav,97.79802615813438,-17,C:\sound\spectrograms\soundfiles\ch1\91_57000_58000.png,C:\sound\spectrograms\soundfiles\ch2\91_57000_58000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_57000_58000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_57000_58000.jpg
10254,10254,10254,soundfiles//ch1//174_7000_8000.wav,soundfiles//ch2//174_7000_8000.wav,74.46448615962129,34,C:\sound\spectrograms\soundfiles\ch1\91_58000_59000.png,C:\sound\spectrograms\soundfiles\ch2\91_58000_59000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_58000_59000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_58000_59000.jpg
10255,10255,10255,soundfiles//ch1//175_7000_8000.wav,soundfiles//ch2//175_7000_8000.wav,23.205237105118403,118,C:\sound\spectrograms\soundfiles\ch1\91_6000_7000.png,C:\sound\spectrograms\soundfiles\ch2\91_6000_7000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_6000_7000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_6000_7000.jpg
10256,10256,10256,soundfiles//ch1//176_7000_8000.wav,soundfiles//ch2//176_7000_8000.wav,175.63324930763625,-128,C:\sound\spectrograms\soundfiles\ch1\91_7000_8000.png,C:\sound\spectrograms\soundfiles\ch2\91_7000_8000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_7000_8000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_7000_8000.jpg
10257,10257,10257,soundfiles//ch1//177_7000_8000.wav,soundfiles//ch2//177_7000_8000.wav,74.2175721780786,34,C:\sound\spectrograms\soundfiles\ch1\91_8000_9000.png,C:\sound\spectrograms\soundfiles\ch2\91_8000_9000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_8000_9000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_8000_9000.jpg
10258,10258,10258,soundfiles//ch1//178_7000_8000.wav,soundfiles//ch2//178_7000_8000.wav,139.4414709217099,-97,C:\sound\spectrograms\soundfiles\ch1\91_9000_10000.png,C:\sound\spectrograms\soundfiles\ch2\91_9000_10000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_9000_10000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_9000_10000.jpg
10259,10259,10259,soundfiles//ch1//179_7000_8000.wav,soundfiles//ch2//179_7000_8000.wav,133.54363270202248,-88,C:\sound\spectrograms\soundfiles\ch1\91_recorded.png,C:\sound\spectrograms\soundfiles\ch2\91_recorded.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\91_recorded.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\91_recorded.jpg
10260,10260,10260,soundfiles//ch1//0_8000_9000.wav,soundfiles//ch2//0_8000_9000.wav,42.24941249501121,95,C:\sound\spectrograms\soundfiles\ch1\92_0_1000.png,C:\sound\spectrograms\soundfiles\ch2\92_0_1000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_0_1000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_0_1000.jpg
10261,10261,10261,soundfiles//ch1//1_8000_9000.wav,soundfiles//ch2//1_8000_9000.wav,152.78552620223948,-114,C:\sound\spectrograms\soundfiles\ch1\92_10000_11000.png,C:\sound\spectrograms\soundfiles\ch2\92_10000_11000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_10000_11000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_10000_11000.jpg
10262,10262,10262,soundfiles//ch1//2_8000_9000.wav,soundfiles//ch2//2_8000_9000.wav,37.71747483888565,101,C:\sound\spectrograms\soundfiles\ch1\92_1000_2000.png,C:\sound\spectrograms\soundfiles\ch2\92_1000_2000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_1000_2000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_1000_2000.jpg
10263,10263,10263,soundfiles//ch1//3_8000_9000.wav,soundfiles//ch2//3_8000_9000.wav,116.7501070333227,-57,C:\sound\spectrograms\soundfiles\ch1\92_11000_12000.png,C:\sound\spectrograms\soundfiles\ch2\92_11000_12000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_11000_12000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_11000_12000.jpg
10264,10264,10264,soundfiles//ch1//4_8000_9000.wav,soundfiles//ch2//4_8000_9000.wav,157.67762916004313,-118,C:\sound\spectrograms\soundfiles\ch1\92_12000_13000.png,C:\sound\spectrograms\soundfiles\ch2\92_12000_13000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_12000_13000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_12000_13000.jpg
10265,10265,10265,soundfiles//ch1//5_8000_9000.wav,soundfiles//ch2//5_8000_9000.wav,60.63601856594904,63,C:\sound\spectrograms\soundfiles\ch1\92_13000_14000.png,C:\sound\spectrograms\soundfiles\ch2\92_13000_14000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_13000_14000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_13000_14000.jpg
10266,10266,10266,soundfiles//ch1//6_8000_9000.wav,soundfiles//ch2//6_8000_9000.wav,131.4369609170041,-85,C:\sound\spectrograms\soundfiles\ch1\92_14000_15000.png,C:\sound\spectrograms\soundfiles\ch2\92_14000_15000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_14000_15000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_14000_15000.jpg
10267,10267,10267,soundfiles//ch1//7_8000_9000.wav,soundfiles//ch2//7_8000_9000.wav,163.93157018822848,-123,C:\sound\spectrograms\soundfiles\ch1\92_15000_16000.png,C:\sound\spectrograms\soundfiles\ch2\92_15000_16000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_15000_16000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_15000_16000.jpg
10268,10268,10268,soundfiles//ch1//8_8000_9000.wav,soundfiles//ch2//8_8000_9000.wav,152.48744931339945,-114,C:\sound\spectrograms\soundfiles\ch1\92_16000_17000.png,C:\sound\spectrograms\soundfiles\ch2\92_16000_17000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_16000_17000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_16000_17000.jpg
10269,10269,10269,soundfiles//ch1//9_8000_9000.wav,soundfiles//ch2//9_8000_9000.wav,149.92037081351592,-111,C:\sound\spectrograms\soundfiles\ch1\92_17000_18000.png,C:\sound\spectrograms\soundfiles\ch2\92_17000_18000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_17000_18000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_17000_18000.jpg
10270,10270,10270,soundfiles//ch1//10_8000_9000.wav,soundfiles//ch2//10_8000_9000.wav,31.057528924866308,110,C:\sound\spectrograms\soundfiles\ch1\92_18000_19000.png,C:\sound\spectrograms\soundfiles\ch2\92_18000_19000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_18000_19000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_18000_19000.jpg
10271,10271,10271,soundfiles//ch1//11_8000_9000.wav,soundfiles//ch2//11_8000_9000.wav,74.49593572364314,34,C:\sound\spectrograms\soundfiles\ch1\92_19000_20000.png,C:\sound\spectrograms\soundfiles\ch2\92_19000_20000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_19000_20000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_19000_20000.jpg
10272,10272,10272,soundfiles//ch1//12_8000_9000.wav,soundfiles//ch2//12_8000_9000.wav,49.40744227718088,83,C:\sound\spectrograms\soundfiles\ch1\92_20000_21000.png,C:\sound\spectrograms\soundfiles\ch2\92_20000_21000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_20000_21000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_20000_21000.jpg
10273,10273,10273,soundfiles//ch1//13_8000_9000.wav,soundfiles//ch2//13_8000_9000.wav,134.7752321286433,-90,C:\sound\spectrograms\soundfiles\ch1\92_2000_3000.png,C:\sound\spectrograms\soundfiles\ch2\92_2000_3000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_2000_3000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_2000_3000.jpg
10274,10274,10274,soundfiles//ch1//14_8000_9000.wav,soundfiles//ch2//14_8000_9000.wav,8.52315030142399,127,C:\sound\spectrograms\soundfiles\ch1\92_21000_22000.png,C:\sound\spectrograms\soundfiles\ch2\92_21000_22000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_21000_22000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_21000_22000.jpg
10275,10275,10275,soundfiles//ch1//15_8000_9000.wav,soundfiles//ch2//15_8000_9000.wav,167.35185149877856,-125,C:\sound\spectrograms\soundfiles\ch1\92_22000_23000.png,C:\sound\spectrograms\soundfiles\ch2\92_22000_23000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_22000_23000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_22000_23000.jpg
10276,10276,10276,soundfiles//ch1//16_8000_9000.wav,soundfiles//ch2//16_8000_9000.wav,72.68393316307078,38,C:\sound\spectrograms\soundfiles\ch1\92_23000_24000.png,C:\sound\spectrograms\soundfiles\ch2\92_23000_24000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_23000_24000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_23000_24000.jpg
10277,10277,10277,soundfiles//ch1//17_8000_9000.wav,soundfiles//ch2//17_8000_9000.wav,140.5650093125497,-99,C:\sound\spectrograms\soundfiles\ch1\92_24000_25000.png,C:\sound\spectrograms\soundfiles\ch2\92_24000_25000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_24000_25000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_24000_25000.jpg
10278,10278,10278,soundfiles//ch1//18_8000_9000.wav,soundfiles//ch2//18_8000_9000.wav,74.44780178539744,34,C:\sound\spectrograms\soundfiles\ch1\92_25000_26000.png,C:\sound\spectrograms\soundfiles\ch2\92_25000_26000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_25000_26000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_25000_26000.jpg
10279,10279,10279,soundfiles//ch1//19_8000_9000.wav,soundfiles//ch2//19_8000_9000.wav,84.30884800659135,12,C:\sound\spectrograms\soundfiles\ch1\92_26000_27000.png,C:\sound\spectrograms\soundfiles\ch2\92_26000_27000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_26000_27000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_26000_27000.jpg
10280,10280,10280,soundfiles//ch1//20_8000_9000.wav,soundfiles//ch2//20_8000_9000.wav,72.43643593481926,38,C:\sound\spectrograms\soundfiles\ch1\92_27000_28000.png,C:\sound\spectrograms\soundfiles\ch2\92_27000_28000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_27000_28000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_27000_28000.jpg
10281,10281,10281,soundfiles//ch1//21_8000_9000.wav,soundfiles//ch2//21_8000_9000.wav,11.72838774971754,125,C:\sound\spectrograms\soundfiles\ch1\92_28000_29000.png,C:\sound\spectrograms\soundfiles\ch2\92_28000_29000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_28000_29000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_28000_29000.jpg
10282,10282,10282,soundfiles//ch1//22_8000_9000.wav,soundfiles//ch2//22_8000_9000.wav,24.5987857689148,116,C:\sound\spectrograms\soundfiles\ch1\92_29000_30000.png,C:\sound\spectrograms\soundfiles\ch2\92_29000_30000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_29000_30000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_29000_30000.jpg
10283,10283,10283,soundfiles//ch1//23_8000_9000.wav,soundfiles//ch2//23_8000_9000.wav,128.46549485026037,-79,C:\sound\spectrograms\soundfiles\ch1\92_30000_31000.png,C:\sound\spectrograms\soundfiles\ch2\92_30000_31000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_30000_31000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_30000_31000.jpg
10284,10284,10284,soundfiles//ch1//24_8000_9000.wav,soundfiles//ch2//24_8000_9000.wav,4.741446619678997,128,C:\sound\spectrograms\soundfiles\ch1\92_3000_4000.png,C:\sound\spectrograms\soundfiles\ch2\92_3000_4000.png,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch1\92_3000_4000.jpg,C:\sound\spectrograms\soundfiles_grayscale\soundfiles\ch2\92_3000_4000.jpg
